idx,inA,freqA.R,freqA.I,outA,freqB.R,freqB.I,outB,freqC.R,freqC.I,outC,freqD.R,freqD.I,outD,diffB,diffC,diffD
13,0.29753461,2.37105985,-1.78087400,0.29753461,2.37105985,-1.78087400,0.29753461,2.37105985,-1.78087400,0.58201979,2.37105985,-1.78087400,0.58201979,0.00000000,0.00000000,0.00000000,
14,0.89177300,-0.46820216,2.47685428,0.89177300,-0.46820216,2.47685428,0.89177300,-0.46820216,2.47685428,0.63992102,-0.46820216,2.47685428,0.63992102,0.00000000,0.00000000,0.00000000,
15,0.05671298,1.25393181,0.74854998,0.05671298,1.25393181,0.74854998,0.05671298,1.25393181,0.74854998,0.72063265,1.25393181,0.74854998,0.72063265,-0.00000000,-0.00000000,0.00000000,
16,0.96366276,-3.08481551,3.19287362,0.96366276,-3.08481551,3.19287362,0.96366276,-3.08481551,3.19287362,0.11827442,-3.08481551,3.19287362,0.11827442,0.00000000,0.00000000,0.00000000,
17,0.27265629,-1.69024167,-2.43287921,0.27265629,-1.69024167,-2.43287921,0.27265629,-1.69024167,-2.43287921,0.67887953,-1.69024167,-2.43287921,0.67887953,-0.00000000,-0.00000000,0.00000000,
18,0.38344152,-0.06948870,1.53199346,0.38344152,-0.06948870,1.53199346,0.38344152,-0.06948870,1.53199346,0.78052918,-0.06948870,1.53199346,0.78052918,0.00000000,0.00000000,0.00000000,
19,0.47766511,0.44232787,1.27903663,0.47766511,0.44232787,1.27903663,0.47766511,0.44232787,1.27903663,0.52047748,0.44232787,1.27903663,0.52047748,0.00000000,0.00000000,0.00000000,
20,0.79172503,-0.84770965,-1.55964264,0.79172503,-0.84770965,-1.55964264,0.79172503,-0.84770965,-1.55964264,0.46147936,-0.84770965,-1.55964264,0.46147936,0.00000000,0.00000000,-0.00000000,
21,0.81216873,-0.91103587,-0.62046083,0.81216873,-0.91103587,-0.62046083,0.81216873,-0.91103587,-0.62046083,0.80091075,-0.91103587,-0.62046083,0.80091075,0.00000000,0.00000000,0.00000000,
22,0.52889492,-0.23139337,0.11449786,0.52889492,-0.23139337,0.11449786,0.52889492,-0.23139337,0.11449786,0.79915856,-0.23139337,0.11449786,0.79915856,0.00000000,0.00000000,-0.00000000,
23,0.47997717,-0.53847255,0.23208705,0.47997717,-0.53847255,0.23208705,0.47997717,-0.53847255,0.23208705,0.47360804,-0.53847255,0.23208705,0.47360804,-0.00000000,-0.00000000,0.00000000,
24,0.56804456,0.88861674,-0.16472353,0.56804456,0.88861674,-0.16472353,0.56804456,0.88861674,-0.16472353,0.97861834,0.88861674,-0.16472353,0.97861834,0.00000000,0.00000000,0.00000000,
25,0.39278479,0.33986333,-1.37472474,0.39278479,0.33986333,-1.37472474,0.39278479,0.33986333,-1.37472474,0.87008725,0.33986333,-1.37472474,0.87008725,0.00000000,0.00000000,-0.00000000,
26,0.92559663,-1.10333046,1.96848983,0.92559663,-1.10333046,1.96848983,0.92559663,-1.10333046,1.96848983,0.87001215,-1.10333046,1.96848983,0.87001215,0.00000000,0.00000000,0.00000000,
27,0.83607877,2.30987891,0.50263291,0.83607877,2.30987891,0.50263291,0.83607877,2.30987891,0.50263291,0.14035078,2.30987891,0.50263291,0.14035078,0.00000000,0.00000000,-0.00000000,
28,0.07103606,-0.55814150,-0.54381127,0.07103606,-0.55814150,-0.54381127,0.07103606,-0.55814150,-0.54381127,0.77815676,-0.55814150,-0.54381127,0.77815676,-0.00000000,-0.00000000,-0.00000000,
29,0.33739616,0.99126395,-4.60155784,0.33739616,0.99126395,-4.60155784,0.33739616,0.99126395,-4.60155784,0.95715515,0.99126395,-4.60155784,0.95715515,0.00000000,0.00000000,-0.00000000,
30,0.08712930,-1.75140537,0.47607782,0.08712930,-1.75140537,0.47607782,0.08712930,-1.75140537,0.47607782,0.83261984,-1.75140537,0.47607782,0.83261984,-0.00000000,-0.00000000,-0.00000000,
31,0.64817188,-0.08339670,1.15370866,0.64817188,-0.08339670,1.15370866,0.64817188,-0.08339670,1.15370866,0.36824154,-0.08339670,1.15370866,0.36824154,-0.00000000,-0.00000000,0.00000000,
