idx,inA,freqA.R,freqA.I,outA,freqB.R,freqB.I,outB,freqC.R,freqC.I,outC,freqD.R,freqD.I,outD,diffB,diffC,diffD
97,0.60783067,-7.61198803,-26.69464506,0.60783067,-2.32607593,1.01708923,0.60783067,-2.32607593,1.01708923,0.67708158,-2.32607593,1.01708923,0.67708158,-5.28591210,-5.28591210,-5.28591210,
98,0.36371077,-0.74494545,6.22841906,0.36371077,-1.03572625,3.78905389,0.36371077,-1.03572625,3.78905389,0.45369684,-1.03572625,3.78905389,0.45369684,0.29078080,0.29078080,0.29078080,
99,0.32504723,6.95353857,3.48417497,0.32504723,6.84329765,-3.80246888,0.32504723,6.84329765,-3.80246888,0.47859633,6.84329765,-3.80246888,0.47859633,0.11024092,0.11024092,0.11024092,
100,0.57019678,20.69527690,-1.93129884,0.57019678,-5.45278243,4.79833519,0.57019678,-5.45278243,4.79833519,0.67939278,-5.45278243,4.79833519,0.67939278,26.14805933,26.14805933,26.14805933,
101,0.03842543,-9.34218152,-5.50041099,0.03842543,5.14229671,-1.85554769,0.03842543,5.14229671,-1.85554769,0.74383454,5.14229671,-1.85554769,0.74383454,-14.48447822,-14.48447822,-14.48447822,
102,0.43860151,-3.77056012,-9.32056922,0.43860151,0.87757591,0.07035544,0.43860151,0.87757591,0.07035544,0.06724963,0.87757591,0.07035544,0.06724963,-4.64813604,-4.64813604,-4.64813604,
103,0.63427405,-15.38195095,2.31126749,0.63427405,-3.32004095,-0.05860123,0.63427405,-3.32004095,-0.05860123,0.85461358,-3.32004095,-0.05860123,0.85461358,-12.06191000,-12.06191000,-12.06191000,
104,0.98837383,-1.22347486,16.22144658,0.98837383,10.14428862,-2.31761611,0.98837383,10.14428862,-2.31761611,0.02467873,10.14428862,-2.31761611,0.02467873,-11.36776348,-11.36776348,-11.36776348,
105,0.95894927,-3.10303745,-14.16211436,0.95894927,-3.11742165,-7.78560936,0.95894927,-3.11742165,-7.78560936,0.54249878,-3.11742165,-7.78560936,0.54249878,0.01438420,0.01438420,0.01438420,
106,0.10204481,-2.77515460,17.13342981,0.10204481,7.74627365,-5.91281640,0.10204481,7.74627365,-5.91281640,0.17960368,7.74627365,-5.91281640,0.17960368,-10.52142826,-10.52142826,-10.52142826,
107,0.65279032,-4.29672083,-11.45732569,0.65279032,-0.42330688,0.84597207,0.65279032,-0.42330688,0.84597207,0.61765792,-0.42330688,0.84597207,0.61765792,-3.87341395,-3.87341395,-3.87341395,
108,0.20887676,4.11548402,7.29335220,0.20887676,-1.03121632,-2.02588041,0.20887676,-1.03121632,-2.02588041,0.37775184,-1.03121632,-2.02588041,0.37775184,5.14670034,5.14670034,5.14670034,
109,0.63505888,-3.57273566,3.07215794,0.63505888,-5.01121062,1.57383757,0.63505888,-5.01121062,1.57383757,0.97640439,-5.01121062,1.57383757,0.97640439,1.43847496,1.43847496,1.43847496,
110,0.16130951,-2.47626130,-0.78900508,0.16130951,4.73278907,2.81692939,0.16130951,4.73278907,2.81692939,0.69634349,4.73278907,2.81692939,0.69634349,-7.20905037,-7.20905037,-7.20905037,
111,0.99529957,23.50772670,-8.00539839,0.99529957,-5.50347024,1.05351499,0.99529957,-5.50347024,1.05351499,0.88100456,-5.50347024,1.05351499,0.88100456,29.01119694,29.01119694,29.01119694,
112,0.65310832,1.12320519,-5.33042843,0.65310832,1.11809015,9.14530620,0.65310832,1.11809015,9.14530620,0.31179588,1.11809015,9.14530620,0.31179588,0.00511504,0.00511504,0.00511504,
113,0.58185033,-16.54456955,-1.35389350,0.58185033,3.58649638,1.33148256,0.58185033,3.58649638,1.33148256,0.48783771,3.58649638,1.33148256,0.48783771,-20.13106594,-20.13106594,-20.13106594,
114,0.25329160,13.89431128,-12.35622414,0.25329160,-5.25141763,4.77864215,0.25329160,-5.25141763,4.77864215,0.43441663,-5.25141763,4.77864215,0.43441663,19.14572891,19.14572891,19.14572891,
115,0.41436859,-7.93169532,-7.49937030,0.41436859,4.26157211,0.08046301,0.41436859,4.26157211,0.08046301,0.05641833,4.26157211,0.08046301,0.05641833,-12.19326743,-12.19326743,-12.19326743,
116,0.46631077,1.56102518,12.85712902,0.46631077,-9.30769967,-2.45135328,0.46631077,-9.30769967,-2.45135328,0.05802916,-9.30769967,-2.45135328,0.05802916,10.86872485,10.86872485,10.86872485,
117,0.47469751,25.08445607,16.79723375,0.47469751,12.35541652,7.44297829,0.47469751,12.35541652,7.44297829,0.08529557,12.35541652,7.44297829,0.08529557,12.72903955,12.72903955,12.72903955,
118,0.24442559,14.31876221,2.88760928,0.24442559,-3.88110463,-1.57833953,0.24442559,-3.88110463,-1.57833953,0.25435648,-3.88110463,-1.57833953,0.25435648,18.19986684,18.19986684,18.19986684,
119,0.62351011,4.82580242,-8.19809942,0.62351011,-4.28489573,3.57386319,0.62351011,-4.28489573,3.57386319,0.68054469,-4.28489573,3.57386319,0.68054469,9.11069815,9.11069815,9.11069815,
120,0.15896959,12.80157914,-12.57464918,0.15896959,-3.81091115,7.19991670,0.15896959,-3.81091115,7.19991670,0.22741463,-3.81091115,7.19991670,0.22741463,16.61249029,16.61249029,16.61249029,
121,0.33800762,-17.21076151,-6.79409711,0.33800762,-5.75164124,-9.01458325,0.33800762,-5.75164124,-9.01458325,0.97023669,-5.75164124,-9.01458325,0.97023669,-11.45912028,-11.45912028,-11.45912028,
122,0.11037514,-10.05057170,-9.00791553,0.11037514,0.83023765,-3.98926430,0.11037514,0.83023765,-3.98926430,0.49045880,0.83023765,-3.98926430,0.49045880,-10.88080936,-10.88080936,-10.88080936,
123,0.67475232,-1.98812014,-12.01043041,0.67475232,-4.38057636,-3.38067227,0.67475232,-4.38057636,-3.38067227,0.45210904,-4.38057636,-3.38067227,0.45210904,2.39245622,2.39245622,2.39245622,
124,0.65632959,-18.36100056,-17.57848493,0.65632959,6.72769558,-11.12754142,0.65632959,6.72769558,-11.12754142,0.73955080,6.72769558,-11.12754142,0.73955080,-25.08869614,-25.08869614,-25.08869614,
125,0.31720174,-19.26487967,-9.83402959,0.31720174,2.60222864,-7.99807443,0.31720174,2.60222864,-7.99807443,0.56957353,2.60222864,-7.99807443,0.56957353,-21.86710831,-21.86710831,-21.86710831,
126,0.13818295,-10.88925613,13.42938251,0.13818295,-5.81628160,-4.74126198,0.13818295,-5.81628160,-4.74126198,0.94437239,-5.81628160,-4.74126198,0.94437239,-5.07297453,-5.07297453,-5.07297453,
127,0.77834548,16.42856676,-14.99264421,0.77834548,-4.43968795,5.80258109,0.77834548,-4.43968795,5.80258109,0.21874937,-4.43968795,5.80258109,0.21874937,20.86825471,20.86825471,20.86825471,
128,0.19658236,251.53699035,226.67396794,0.19658236,3.28638714,9.75606602,0.19658236,3.28638714,9.75606602,0.18619301,3.28638714,9.75606602,0.18619301,248.25060320,248.25060320,248.25060320,
129,0.94957105,-6.39623856,-11.43598499,0.94957105,0.53733638,-2.23914347,0.94957105,0.53733638,-2.23914347,0.22244322,0.53733638,-2.23914347,0.22244322,-6.93357494,-6.93357494,-6.93357494,
130,0.36872517,-2.61665111,14.71622246,0.36872517,-5.76028449,1.91791007,0.36872517,-5.76028449,1.91791007,0.20984375,-5.76028449,1.91791007,0.20984375,3.14363338,3.14363338,3.14363338,
131,0.66252687,4.27647794,7.20480253,0.66252687,3.10339470,1.56990635,0.66252687,3.10339470,1.56990635,0.21239050,3.10339470,1.56990635,0.21239050,1.17308324,1.17308324,1.17308324,
