idx,inA,freqA.R,freqA.I,outA,freqB.R,freqB.I,outB,freqC.R,freqC.I,outC,freqD.R,freqD.I,outD,diffB,diffC,diffD
36,0.77815676,-7.20404083,-5.95342518,0.77815676,-3.66670555,4.65286691,0.77815676,-3.66670555,4.65286691,0.44712538,-3.66670555,4.65286691,0.44712538,-3.53733528,-3.53733528,-3.53733528,
37,0.14035078,-8.88427342,-6.86520401,0.14035078,7.84151823,-1.03104706,0.14035078,7.84151823,-1.03104706,0.68005557,7.84151823,-1.03104706,0.68005557,-16.72579165,-16.72579165,-16.72579165,
38,0.87001215,14.08675498,11.55040975,0.87001215,1.32742484,-4.55869743,0.87001215,1.32742484,-4.55869743,0.95274901,1.32742484,-4.55869743,0.95274901,12.75933015,12.75933015,12.75933015,
39,0.87008725,11.46524961,7.60529335,0.87008725,0.19064341,0.23525961,0.87008725,0.19064341,0.23525961,0.89155443,0.19064341,0.23525961,0.89155443,11.27460620,11.27460620,11.27460620,
40,0.97861834,-5.95858353,5.91862741,0.97861834,4.79257696,-3.17222953,0.97861834,4.79257696,-3.17222953,0.22308163,4.79257696,-3.17222953,0.22308163,-10.75116049,-10.75116049,-10.75116049,
41,0.47360804,-1.41211652,-0.16871043,0.47360804,0.37547257,1.41003460,0.47360804,0.37547257,1.41003460,0.63892108,0.37547257,1.41003460,0.63892108,-1.78758909,-1.78758909,-1.78758909,
42,0.79915856,3.33711118,10.94377910,0.79915856,-3.17580536,-1.71451720,0.79915856,-3.17580536,-1.71451720,0.57225190,-3.17580536,-1.71451720,0.57225190,6.51291654,6.51291654,6.51291654,
43,0.80091075,8.06028609,0.45715208,0.80091075,-0.01581777,5.08203998,0.80091075,-0.01581777,5.08203998,0.89603839,-0.01581777,5.08203998,0.89603839,8.07610386,8.07610386,8.07610386,
44,0.46147936,3.43484840,-12.61473981,0.46147936,0.67770034,-2.78360691,0.46147936,0.67770034,-2.78360691,0.59204193,0.67770034,-2.78360691,0.59204193,2.75714806,2.75714806,2.75714806,
45,0.52047748,0.53942738,12.18390279,0.52047748,-3.15327824,3.38334560,0.52047748,-3.15327824,3.38334560,0.39609828,-3.15327824,3.38334560,0.39609828,3.69270562,3.69270562,3.69270562,
46,0.78052918,6.28229156,7.31241918,0.78052918,2.14523861,1.66444028,0.78052918,2.14523861,1.66444028,0.57615734,2.14523861,1.66444028,0.57615734,4.13705294,4.13705294,4.13705294,
47,0.67887953,-14.86451782,6.41547495,0.67887953,4.50413099,1.53831312,0.67887953,4.50413099,1.53831312,0.75610669,4.50413099,1.53831312,0.75610669,-19.36864880,-19.36864880,-19.36864880,
48,0.11827442,0.09646653,-3.39631149,0.11827442,-3.57999526,2.25388793,0.11827442,-3.57999526,2.25388793,0.24875314,-3.57999526,2.25388793,0.24875314,3.67646179,3.67646179,3.67646179,
49,0.72063265,-1.03885217,6.98747207,0.72063265,1.09789900,4.89853389,0.72063265,1.09789900,4.89853389,0.43328806,1.09789900,4.89853389,0.43328806,-2.13675116,-2.13675116,-2.13675116,
50,0.63992102,9.78005583,-2.73034878,0.63992102,-3.23290609,1.48370564,0.63992102,-3.23290609,1.48370564,0.96218855,-3.23290609,1.48370564,0.96218855,13.01296192,13.01296192,13.01296192,
51,0.58201979,-6.69286996,-14.10496781,0.58201979,-0.18225874,-3.67651573,0.58201979,-0.18225874,-3.67651573,0.28847643,-0.18225874,-3.67651573,0.28847643,-6.51061122,-6.51061122,-6.51061122,
52,0.14335329,-6.55274605,4.75947166,0.14335329,6.52148216,-2.18745373,0.14335329,6.52148216,-2.18745373,0.73519402,6.52148216,-2.18745373,0.73519402,-13.07422820,-13.07422820,-13.07422820,
53,0.53737323,0.39397749,1.52365276,0.53737323,0.23550567,-2.70786401,0.53737323,0.23550567,-2.70786401,0.70373728,0.23550567,-2.70786401,0.70373728,0.15847182,0.15847182,0.15847182,
54,0.94466892,-2.81002288,-9.93572249,0.94466892,-2.30787151,-2.30947275,0.94466892,-2.30787151,-2.30947275,0.27000797,-2.30787151,-2.30947275,0.27000797,-0.50215138,-0.50215138,-0.50215138,
55,0.75861562,-11.03253234,16.59322697,0.75861562,1.45666603,2.22353045,0.75861562,1.45666603,2.22353045,0.56961840,1.45666603,2.22353045,0.56961840,-12.48919836,-12.48919836,-12.48919836,
56,0.52184833,9.12109884,-1.69077236,0.52184833,-0.24429253,8.84328010,0.52184833,-0.24429253,8.84328010,0.67781654,-0.24429253,8.84328010,0.67781654,9.36539137,9.36539137,9.36539137,
57,0.10590761,12.43211749,0.14131323,0.10590761,-3.04647077,4.24276945,0.10590761,-3.04647077,4.24276945,0.14644176,-3.04647077,4.24276945,0.14644176,15.47858826,15.47858826,15.47858826,
58,0.41466194,-2.37268526,7.77295062,0.41466194,-6.81704514,0.63936440,0.41466194,-6.81704514,0.63936440,0.00469548,-6.81704514,0.63936440,0.00469548,4.44435988,4.44435988,4.44435988,
59,0.47360042,1.41929277,3.76695139,0.47360042,0.31345816,-7.10907874,0.47360042,0.31345816,-7.10907874,0.36980810,0.31345816,-7.10907874,0.36980810,1.10583460,1.10583460,1.10583460,
60,0.26455561,-1.39503610,-1.95985613,0.26455561,3.19498170,1.40433343,0.26455561,3.19498170,1.40433343,0.82894003,3.19498170,1.40433343,0.82894003,-4.59001781,-4.59001781,-4.59001781,
61,0.18633234,0.91294964,-3.69264823,0.18633234,-0.31231191,-1.72388002,0.18633234,-0.31231191,-1.72388002,0.16494046,-0.31231191,-1.72388002,0.16494046,1.22526155,1.22526155,1.22526155,
62,0.77423369,-8.52612994,-10.08790599,0.77423369,3.62769152,-3.23704855,0.77423369,3.62769152,-3.23704855,0.02010755,3.62769152,-3.23704855,0.02010755,-12.15382147,-12.15382147,-12.15382147,
63,0.73691818,-6.08658748,0.60680567,0.73691818,-7.86616412,-3.65210778,0.73691818,-7.86616412,-3.65210778,0.55282148,-7.86616412,-3.65210778,0.55282148,1.77957664,1.77957664,1.77957664,
64,0.45615034,133.00208538,109.76667994,0.45615034,2.85746226,7.02035790,0.45615034,2.85746226,7.02035790,0.58651293,2.85746226,7.02035790,0.58651293,130.14462313,130.14462313,130.14462313,
65,0.21655036,0.98368300,11.99036647,0.21655036,-3.84183244,2.59046564,0.21655036,-3.84183244,2.59046564,0.39782075,-3.84183244,2.59046564,0.39782075,4.82551545,4.82551545,4.82551545,
66,0.56843395,9.78248420,4.29949169,0.56843395,7.20398374,2.57271449,0.56843395,7.20398374,2.57271449,0.18319136,7.20398374,2.57271449,0.18319136,2.57850046,2.57850046,2.57850046,
67,0.13521817,-12.28428819,-0.70253230,0.13521817,-0.52017707,-2.64646218,0.13521817,-0.52017707,-2.64646218,0.26473016,-0.52017707,-2.64646218,0.26473016,-11.76411112,-11.76411112,-11.76411112,
68,0.01878980,7.27671944,0.07877670,0.01878980,-2.38174907,-3.53989292,0.01878980,-2.38174907,-3.53989292,0.28940609,-2.38174907,-3.53989292,0.28940609,9.65846850,9.65846850,9.65846850,
69,0.32414100,-20.91788819,4.73903398,0.32414100,-3.06269838,1.61328718,0.32414100,-3.06269838,1.61328718,0.84138612,-3.06269838,1.61328718,0.84138612,-17.85518982,-17.85518982,-17.85518982,
70,0.61763550,-1.26568253,1.14179095,0.61763550,-1.39701729,1.91805047,0.61763550,-1.39701729,1.91805047,0.71632720,-1.39701729,1.91805047,0.71632720,0.13133475,0.13133475,0.13133475,
71,0.14967486,-0.30702776,2.23399397,0.14967486,-2.01644990,0.54843691,0.14967486,-2.01644990,0.54843691,0.64717414,-2.01644990,0.54843691,0.64717414,1.70942214,1.70942214,1.70942214,
72,0.61209572,-1.65754487,-5.65240607,0.61209572,-2.61581936,-2.06324057,0.61209572,-2.61581936,-2.06324057,0.13179786,-2.61581936,-2.06324057,0.13179786,0.95827449,0.95827449,0.95827449,
73,0.22232139,1.35347711,-1.57703513,0.22232139,5.45026277,4.84171652,0.22232139,5.45026277,4.84171652,0.84234208,5.45026277,4.84171652,0.84234208,-4.09678566,-4.09678566,-4.09678566,
74,0.61693400,-3.11456439,1.75204125,0.61693400,0.51498906,1.98457129,0.61693400,0.51498906,1.98457129,0.66741038,0.51498906,1.98457129,0.66741038,-3.62955345,-3.62955345,-3.62955345,
75,0.38648898,-0.87885778,21.63908920,0.38648898,-6.72628171,-0.32898796,0.38648898,-6.72628171,-0.32898796,0.00935670,-6.72628171,-0.32898796,0.00935670,5.84742393,5.84742393,5.84742393,
76,0.94374808,-6.55371825,12.04998944,0.94374808,-0.31402714,-2.19030566,0.94374808,-0.31402714,-2.19030566,0.31856896,-0.31402714,-2.19030566,0.31856896,-6.23969111,-6.23969111,-6.23969111,
77,0.90259847,5.42943104,-5.37423228,0.90259847,7.59112415,0.05173962,0.90259847,7.59112415,0.05173962,0.27771856,7.59112415,0.05173962,0.27771856,-2.16169311,-2.16169311,-2.16169311,
78,0.68182030,13.03061952,-1.51114271,0.68182030,-0.41824671,-0.02867155,0.68182030,-0.41824671,-0.02867155,0.92929620,-0.41824671,-0.02867155,0.92929620,13.44886624,13.44886624,13.44886624,
79,0.44994999,12.65475968,21.09125069,0.44994999,0.93402809,-4.50797932,0.44994999,0.93402809,-4.50797932,0.08311249,0.93402809,-4.50797932,0.08311249,11.72073159,11.72073159,11.72073159,
80,0.35950790,14.24213339,-22.52955293,0.35950790,1.27437453,-1.21627462,0.35950790,1.27437453,-1.21627462,0.57594650,1.27437453,-1.21627462,0.57594650,12.96775886,12.96775886,12.96775886,
81,0.61306346,-1.29167329,0.56520043,0.61306346,-1.59639684,-1.64785230,0.61306346,-1.59639684,-1.64785230,0.92115761,-1.59639684,-1.64785230,0.92115761,0.30472355,0.30472355,0.30472355,
82,0.43703195,-4.29011352,-0.36180129,0.43703195,3.97048636,-1.86778648,0.43703195,3.97048636,-1.86778648,0.09394051,3.97048636,-1.86778648,0.09394051,-8.26059989,-8.26059989,-8.26059989,
83,0.90234858,14.41998023,17.60543506,0.90234858,3.28708531,2.88432705,0.90234858,3.28708531,2.88432705,0.91672296,3.28708531,2.88432705,0.91672296,11.13289491,11.13289491,11.13289491,
84,0.69763120,2.89259269,6.20856761,0.69763120,-4.84658473,0.51736716,0.69763120,-4.84658473,0.51736716,0.52324805,-4.84658473,0.51736716,0.52324805,7.73917742,7.73917742,7.73917742,
85,0.09928035,-14.57210397,10.07663193,0.09928035,1.48225208,1.57979491,0.09928035,1.48225208,1.57979491,0.50896896,1.48225208,1.57979491,0.50896896,-16.05435605,-16.05435605,-16.05435605,
86,0.06022547,1.90866870,1.05743593,0.06022547,-0.18882506,-0.82005658,0.06022547,-0.18882506,-0.82005658,0.26538949,-0.18882506,-0.82005658,0.26538949,2.09749376,2.09749376,2.09749376,
87,0.96980907,-3.16382960,9.70251784,0.96980907,-0.60618919,0.91902952,0.96980907,-0.60618919,0.91902952,0.86510256,-0.60618919,0.91902952,0.86510256,-2.55764041,-2.55764041,-2.55764041,
88,0.66676671,-23.31327690,-20.32353975,0.66676671,0.91479035,2.48470560,0.66676671,0.91479035,2.48470560,0.56660145,0.91479035,2.48470560,0.56660145,-24.22806725,-24.22806725,-24.22806725,
89,0.65314003,-7.09732006,1.50927101,0.65314003,1.85198561,1.93433788,0.65314003,1.85198561,1.93433788,0.56518887,1.85198561,1.93433788,0.56518887,-8.94930567,-8.94930567,-8.94930567,
90,0.67063787,1.37795233,3.20747416,0.67063787,-5.04166598,0.83229504,0.67063787,-5.04166598,0.83229504,0.69247212,-5.04166598,0.83229504,0.69247212,6.41961831,6.41961831,6.41961831,
91,0.17090959,9.75041224,-11.24716986,0.17090959,-0.26896857,-1.03932646,0.17090959,-0.26896857,-1.03932646,0.21682213,-0.26896857,-1.03932646,0.21682213,10.01938081,10.01938081,10.01938081,
92,0.21038256,-12.08892865,-2.99966729,0.21038256,1.08593379,-0.70680337,0.21038256,1.08593379,-0.70680337,0.06414750,1.08593379,-0.70680337,0.06414750,-13.17486244,-13.17486244,-13.17486244,
93,0.35815217,2.17356628,4.99959354,0.35815217,0.53503524,1.47201354,0.35815217,0.53503524,1.47201354,0.91823547,0.53503524,1.47201354,0.91823547,1.63853104,1.63853104,1.63853104,
94,0.12892630,12.51326092,4.76656196,0.12892630,0.37564343,2.08348846,0.12892630,0.37564343,2.08348846,0.41426299,0.37564343,2.08348846,0.41426299,12.13761748,12.13761748,12.13761748,
95,0.75068614,10.05552084,4.01260774,0.75068614,2.16850474,2.45669064,0.75068614,2.16850474,2.45669064,0.88047589,2.16850474,2.45669064,0.88047589,7.88701610,7.88701610,7.88701610,
96,0.31542835,117.39264583,159.91668252,0.31542835,-3.82065349,-0.02220850,0.31542835,-3.82065349,-0.02220850,0.31798317,-3.82065349,-0.02220850,0.31798317,121.21329932,121.21329932,121.21329932,
97,0.60783067,28.86329128,-5.50201324,0.60783067,3.82616222,-0.92171425,0.60783067,3.82616222,-0.92171425,0.68866119,3.82616222,-0.92171425,0.68866119,25.03712907,25.03712907,25.03712907,
98,0.36371077,-12.64166996,1.27477263,0.36371077,-0.63115327,-2.02088590,0.36371077,-0.63115327,-2.02088590,0.11872771,-0.63115327,-2.02088590,0.11872771,-12.01051669,-12.01051669,-12.01051669,
99,0.32504723,-12.06329395,-1.72965030,0.32504723,1.13349236,2.65187258,0.32504723,1.13349236,2.65187258,0.48089354,1.13349236,2.65187258,0.48089354,-13.19678631,-13.19678631,-13.19678631,
100,0.57019678,-0.62554236,-20.11212027,0.57019678,-0.96832502,-1.37916125,0.57019678,-0.96832502,-1.37916125,0.29614020,-0.96832502,-1.37916125,0.29614020,0.34278266,0.34278266,0.34278266,
101,0.03842543,12.60160891,0.69837756,0.03842543,-0.71653816,-5.12164974,0.03842543,-0.71653816,-5.12164974,0.35944447,-0.71653816,-5.12164974,0.35944447,13.31814707,13.31814707,13.31814707,
102,0.43860151,8.00185725,19.72556831,0.43860151,-1.30301694,-0.52751257,0.43860151,-1.30301694,-0.52751257,0.12019656,-1.30301694,-0.52751257,0.12019656,9.30487419,9.30487419,9.30487419,
103,0.63427405,-3.44358355,4.98771028,0.63427405,0.64001708,3.67330015,0.63427405,0.64001708,3.67330015,0.97958673,0.64001708,3.67330015,0.97958673,-4.08360062,-4.08360062,-4.08360062,
104,0.98837383,-0.31318568,-5.10841308,0.98837383,-4.34463984,-2.67594595,0.98837383,-4.34463984,-2.67594595,0.28280696,-4.34463984,-2.67594595,0.28280696,4.03145416,4.03145416,4.03145416,
105,0.95894927,-5.83754909,7.87082844,0.95894927,7.82159996,5.27969819,0.95894927,7.82159996,5.27969819,0.44171092,7.82159996,5.27969819,0.44171092,-13.65914906,-13.65914906,-13.65914906,
106,0.10204481,1.22845859,13.42224558,0.10204481,-2.37928604,2.53839533,0.10204481,-2.37928604,2.53839533,0.03918779,-2.37928604,2.53839533,0.03918779,3.60774463,3.60774463,3.60774463,
107,0.65279032,-0.74716040,-5.98635755,0.65279032,4.60448914,2.05077750,0.65279032,4.60448914,2.05077750,0.01998767,4.60448914,2.05077750,0.01998767,-5.35164954,-5.35164954,-5.35164954,
108,0.20887676,-17.50687501,4.45172364,0.20887676,5.79124961,3.48815039,0.20887676,5.79124961,3.48815039,0.73926358,5.79124961,3.48815039,0.73926358,-23.29812462,-23.29812462,-23.29812462,
109,0.63505888,11.47311289,6.36808982,0.63505888,-0.89385624,1.76668666,0.63505888,-0.89385624,1.76668666,0.45115921,-0.89385624,1.76668666,0.45115921,12.36696913,12.36696913,12.36696913,
110,0.16130951,4.04026501,3.14481200,0.16130951,-0.77783726,2.42114579,0.16130951,-0.77783726,2.42114579,0.60484552,-0.77783726,2.42114579,0.60484552,4.81810227,4.81810227,4.81810227,
111,0.99529957,-2.18838408,7.65497620,0.99529957,2.07105585,-7.26630053,0.99529957,2.07105585,-7.26630053,0.05571469,2.07105585,-7.26630053,0.05571469,-4.25943994,-4.25943994,-4.25943994,
112,0.65310832,0.41474790,-5.34133778,0.65310832,-1.59902857,5.54809300,0.65310832,-1.59902857,5.54809300,0.97676109,-1.59902857,5.54809300,0.97676109,2.01377647,2.01377647,2.01377647,
113,0.58185033,4.55074329,3.47913148,0.58185033,-1.60690035,0.15055227,0.58185033,-1.60690035,0.15055227,0.50962437,-1.60690035,0.15055227,0.50962437,6.15764364,6.15764364,6.15764364,
114,0.25329160,14.36654040,5.26505020,0.25329160,3.70273874,0.43153618,0.25329160,3.70273874,0.43153618,0.46865120,3.70273874,0.43153618,0.46865120,10.66380166,10.66380166,10.66380166,
115,0.41436859,3.10031612,4.64407572,0.41436859,1.96038691,-0.08157782,0.41436859,1.96038691,-0.08157782,0.87819347,1.96038691,-0.08157782,0.87819347,1.13992920,1.13992920,1.13992920,
116,0.46631077,-16.39648893,6.62725909,0.46631077,-2.30344207,-5.23933077,0.46631077,-2.30344207,-5.23933077,0.97645947,-2.30344207,-5.23933077,0.97645947,-14.09304686,-14.09304686,-14.09304686,
117,0.47469751,2.57358880,-3.49353644,0.47469751,-2.32783715,-1.99895369,0.47469751,-2.32783715,-1.99895369,0.97194500,-2.32783715,-1.99895369,0.97194500,4.90142595,4.90142595,4.90142595,
118,0.24442559,-6.11231957,2.25362484,0.24442559,-2.56894338,-6.34707812,0.24442559,-2.56894338,-6.34707812,0.09609840,-2.56894338,-6.34707812,0.09609840,-3.54337619,-3.54337619,-3.54337619,
119,0.62351011,-12.76465199,9.27296495,0.62351011,-2.84718231,3.77585662,0.62351011,-2.84718231,3.77585662,0.67365963,-2.84718231,3.77585662,0.67365963,-9.91746968,-9.91746968,-9.91746968,
120,0.15896959,-17.23495229,8.49497500,0.15896959,-5.38362396,3.66065738,0.15896959,-5.38362396,3.66065738,0.83794491,-5.38362396,3.66065738,0.83794491,-11.85132833,-11.85132833,-11.85132833,
121,0.33800762,2.44570294,7.02068270,0.33800762,-0.06624036,-2.08940639,0.33800762,-0.06624036,-2.08940639,0.62284609,-0.06624036,-2.08940639,0.62284609,2.51194330,2.51194330,2.51194330,
122,0.11037514,-1.93306300,5.44450509,0.11037514,-5.87887665,2.50557268,0.11037514,-5.87887665,2.50557268,0.09710127,-5.87887665,2.50557268,0.09710127,3.94581365,3.94581365,3.94581365,
123,0.67475232,-7.51851793,-2.99354929,0.67475232,-3.40377965,-2.54943984,0.67475232,-3.40377965,-2.54943984,0.01357164,-3.40377965,-2.54943984,0.01357164,-4.11473828,-4.11473828,-4.11473828,
124,0.65632959,4.40247109,8.04996079,0.65632959,2.16234013,3.38103758,0.65632959,2.16234013,3.38103758,0.82099323,2.16234013,3.38103758,0.82099323,2.24013096,2.24013096,2.24013096,
125,0.31720174,7.65249914,-0.72008265,0.31720174,-0.32248524,-3.01276584,0.31720174,-0.32248524,-3.01276584,0.66252687,-0.32248524,-3.01276584,0.66252687,7.97498438,7.97498438,7.97498438,
126,0.13818295,-4.73026742,4.43791488,0.13818295,-2.92834599,-0.85414042,0.13818295,-2.92834599,-0.85414042,0.36872517,-2.92834599,-0.85414042,0.36872517,-1.80192143,-1.80192143,-1.80192143,
127,0.77834548,-4.82277323,-4.84421474,0.77834548,7.30219104,2.09576900,0.77834548,7.30219104,2.09576900,0.94957105,7.30219104,2.09576900,0.94957105,-12.12496427,-12.12496427,-12.12496427,
